,Unnamed: 0,Price,Location,Title,Link,Date
2500,100,"$28,985",CALL/TEXT MARK (916)305-0550,2018 BMW 5 Series 530i LOW MILES LOADED WARRANTY 535I 540I 550I WE FINANCE,https://sacramento.craigslist.org/ctd/d/carmichael-2018-bmw-series-530i-low/7297622476.html,Mar 26
2501,101,"$16,985",CALL/TEXT MARK (916)305-0550,2011 BMW 5 Series 535i Gran Turismo 30K MILES LOADED WE FINANCE,https://sacramento.craigslist.org/ctd/d/carmichael-2011-bmw-series-535i-gran/7297622393.html,Mar 26
2502,102,"$45,985",CALL/TEXT MARK (916)305-0550,2018 BMW 5 Series M550i xDrive AWD M PKG 550I M550 RARE LOADED EVERY OPTIONS,https://sacramento.craigslist.org/ctd/d/carmichael-2018-bmw-series-m550i-xdrive/7297622354.html,Mar 26
2503,103,"$23,985",CALL/TEXT MARK (916)305-0550,2014 BMW 5 Series 550i Gran Turismo ONLY 42K MILES LOADED WARRANNTY WE FINAN,https://sacramento.craigslist.org/ctd/d/carmichael-2014-bmw-series-550i-gran/7297622292.html,Mar 26
2504,104,"$25,985",CALL/TEXT MARK (916)305-0550,2017 BMW X3 sDrive28i M PKG LOADED ALL OPTIONS X3 X5 WE FINANCE,https://sacramento.craigslist.org/ctd/d/carmichael-2017-bmw-x3-sdrive28i-pkg/7297622238.html,Mar 26
2505,105,"$22,985",CALL/TEXT MARK (916)305-0550,2014 BMW 5 Series 550i M PKG V8 LOADED LOW MILES WARRANTY WE FINANCE,https://sacramento.craigslist.org/ctd/d/carmichael-2014-bmw-series-550i-pkg-v8/7297622166.html,Mar 26
2506,106,"$31,985",CALL/TEXT MARK (916)305-0550,2019 Mercedes-Benz C-Class C 300 C300 22K MILES LOADED WARRANTY C350 C250 WE,https://sacramento.craigslist.org/ctd/d/carmichael-2019-mercedes-benz-class-300/7297622134.html,Mar 26
2507,107,"$23,985",CALL/TEXT MARK (916)305-0550,2017 BMW X3 xDrive28i AWD LOADED LOW MILES X3 X5 WARRANTY WE FINANCE,https://sacramento.craigslist.org/ctd/d/carmichael-2017-bmw-x3-xdrive28i-awd/7297622023.html,Mar 26
2508,108,"$24,985",CALL/TEXT MARK (916)305-0550,2017 BMW X1 xDrive28i AWD ONLY 11K MILES LOADED WARRANTY X1 X3 WE FINANCE,https://sacramento.craigslist.org/ctd/d/carmichael-2017-bmw-x1-xdrive28i-awd/7297621913.html,Mar 26
2509,109,"$26,985",CALL/TEXT MARK (916)305-0550,2018 Mercedes-Benz C-Class C 300 25K MILES C300 C350 C250 LOADED WE FINANCE,https://sacramento.craigslist.org/ctd/d/carmichael-2018-mercedes-benz-class-k/7297621735.html,Mar 26
2510,110,"$8,000","8,000 Down Payment And Drive Off",2017 MERCEDES BENZ C 43 AMG,https://sacramento.craigslist.org/ctd/d/rocklin-2017-mercedes-benz-43-amg/7297621647.html,Mar 26
2511,111,"$28,985",CALL/TEXT MARK (916)305-0550,2017 BMW 5 Series 530i M PKG 535I 540I 550I LOADED WARRANTY WE FINANCE,https://sacramento.craigslist.org/ctd/d/carmichael-2017-bmw-series-530i-pkg/7297621625.html,Mar 26
2512,112,"$21,985",CALL/TEXT MARK (916)305-0550,2017 BMW X1 sDrive28i 35K MILES LOADED X 1 WARRANTY WE FINANCE,https://sacramento.craigslist.org/ctd/d/carmichael-2017-bmw-x1-sdrive28i-35k/7297621545.html,Mar 26
2513,113,"$25,985",CALL/TEXT MARK (916)305-0550,2018 BMW X3 xDrive30i AWD LOADED WARRANTY LOW MILES X 3 WE FINANCE,https://sacramento.craigslist.org/ctd/d/carmichael-2018-bmw-x3-xdrive30i-awd/7297621459.html,Mar 26
2514,114,"$29,985",CALL/TEXT MARK (916)305-0550,2017 BMW 5 Series 530i 528I 540I 550I LOW MILES LOADED WE FINANCE,https://sacramento.craigslist.org/ctd/d/carmichael-2017-bmw-series-530i-528i/7297621367.html,Mar 26
2515,115,"$21,985",CALL/TEXT MARK (916)305-0550,2018 Mercedes-Benz C-Class C 300 LOADED C300 C250 C350 WARRANTY WE FINANCE,https://sacramento.craigslist.org/ctd/d/carmichael-2018-mercedes-benz-class-300/7297621272.html,Mar 26
2516,116,"$15,999",,2013 TOYOTA SIENNA XLE 8-PASSENGER AUTO,https://sacramento.craigslist.org/ctd/d/sacramento-2013-toyota-sienna-xle/7297621126.html,Mar 26
2517,117,"$24,985",CALL/TEXT MARK (916)305-0550,2017 BMW X3 sDrive28i LOW MILES LOADED WARRANTY WE FINANCE,https://sacramento.craigslist.org/ctd/d/carmichael-2017-bmw-x3-sdrive28i-low/7297621096.html,Mar 26
2518,118,"$23,235",,2015 Toyota Tacoma PreRunner V6 SR5  Free 1 Month/3000 Mile Limited,https://sacramento.craigslist.org/ctd/d/sacramento-2015-toyota-tacoma-prerunner/7297621035.html,Mar 26
2519,119,"$8,685",,2007 Honda Odyssey EX-L  Free 1 Month/3000 Mile Limited Warranty 1-O,https://sacramento.craigslist.org/ctd/d/sacramento-2007-honda-odyssey-ex-free/7297621020.html,Mar 26
2520,0,"$8,785",,2012 Chrysler 300 Series  Free 1 Month/3000 Mile Limited Warranty Al,https://sacramento.craigslist.org/ctd/d/sacramento-2012-chrysler-300-series/7297621005.html,Mar 26
2521,1,"$26,985",CALL/TEXT MARK (916)305-0550,2018 BMW 4 Series 430i Gran Coupe 28K MILES 428I 435I 440I LOADED WARRANTY W,https://sacramento.craigslist.org/ctd/d/carmichael-2018-bmw-series-430i-gran/7297620993.html,Mar 26
2522,2,"$10,999",,2013 FORD FUSION TITANIUM,https://sacramento.craigslist.org/ctd/d/sacramento-2013-ford-fusion-titanium/7297620952.html,Mar 26
2523,3,"$35,985",CALL/TEXT MARK (916)305-0550,2017 BMW 5 Series 540i M PKG 20K MILES LOADED WARRANTY WE FINANCE,https://sacramento.craigslist.org/ctd/d/carmichael-2017-bmw-series-540i-pkg-20k/7297620878.html,Mar 26
2524,4,"$17,000",sacramento,2016 Acura Mdx,https://sacramento.craigslist.org/cto/d/fair-oaks-2016-acura-mdx/7297620789.html,Mar 26
2525,5,"$28,985",CALL/TEXT MARK (916)305-0550,2015 BMW 6 Series 650i Gran Coupe M PKG LOADED WARRANTY WE FINANCE,https://sacramento.craigslist.org/ctd/d/carmichael-2015-bmw-series-650i-gran/7297620761.html,Mar 26
2526,6,"$24,985",CALL/TEXT MARK (916)305-0550,2017 BMW X3 sDrive28i 20K MILES LOADED WARRANTY WE FINANCE,https://sacramento.craigslist.org/ctd/d/carmichael-2017-bmw-x3-sdrive28i-20k/7297620663.html,Mar 26
2527,7,"$7,900",Lodi,2009 Chevrolet 5500 27 passenger bus with wheel chair lift,https://sacramento.craigslist.org/cto/d/lodi-2009-chevrolet-passenger-bus-with/7297620555.html,Mar 26
2528,8,"$35,985",CALL/TEXT MARK (916)305-0550,2019 BMW 5 Series 530i ONLY 12K MILES 535I 540I LOADED WARRANTY WE FINANCE,https://sacramento.craigslist.org/ctd/d/carmichael-2019-bmw-series-530i-only/7297620566.html,Mar 26
2529,9,"$7,999",,2009 BMW 3 SERIES 328 I,https://sacramento.craigslist.org/ctd/d/sacramento-2009-bmw-series-328/7297620496.html,Mar 26
2530,10,"$18,985",CALL/TEXT MARK (916)305-0550,2017 BMW 3 Series 320i xDrive AWD LOW MILES LOADED 328I 330I 335I WE FINANCE,https://sacramento.craigslist.org/ctd/d/carmichael-2017-bmw-series-320i-xdrive/7297620478.html,Mar 26
2531,11,"$16,985",CALL/TEXT MARK (916)305-0550,2013 BMW 3 Series 335i TURBO LOW MILES LOADED WARRANTY WE FINANCE,https://sacramento.craigslist.org/ctd/d/carmichael-2013-bmw-series-335i-turbo/7297620367.html,Mar 26
2532,12,"$16,985",CALL/TEXT MARK (916)305-0550,2014 BMW 5 Series 528i LOW MILES LOADED WARRANTY WE FINANCE,https://sacramento.craigslist.org/ctd/d/carmichael-2014-bmw-series-528i-low/7297620248.html,Mar 26
2533,13,"$7,999",,2009 HONDA ACCORD LX,https://sacramento.craigslist.org/ctd/d/sacramento-2009-honda-accord-lx/7297620204.html,Mar 26
2534,14,"$29,985",CALL/TEXT MARK (916)305-0550,2017 BMW 5 Series 530i LOW MILES LOADED 535I 540I WARRANTY WE FINANCE,https://sacramento.craigslist.org/ctd/d/carmichael-2017-bmw-series-530i-low/7297620133.html,Mar 26
2535,15,"$24,985",CALL/TEXT MARK (916)305-0550,2018 Mercedes-Benz C-Class C 300 LOW MILES C300 C350 C250 WE FINANCE,https://sacramento.craigslist.org/ctd/d/carmichael-2018-mercedes-benz-class-300/7297620027.html,Mar 26
2536,16,"$31,985",CALL/TEXT MARK (916)305-0550,2017 BMW 5 Series 530i ONLY 11K MILES LOADED 528I 535I 540I WE FINANCE,https://sacramento.craigslist.org/ctd/d/carmichael-2017-bmw-series-530i-only/7297619915.html,Mar 26
2537,17,"$22,985",CALL/TEXT MARK (916)305-0550,2016 BMW 4 Series 428i M PKG LOW MILES WARRANTY 435I WE FINANCE,https://sacramento.craigslist.org/ctd/d/carmichael-2016-bmw-series-428i-pkg-low/7297619815.html,Mar 26
2538,18,"$26,985",CALL/TEXT MARK (916)305-0550,2016 BMW X4 xDrive28i AWD LOW MILES LOADED WARRANTY WE FINANCE,https://sacramento.craigslist.org/ctd/d/carmichael-2016-bmw-x4-xdrive28i-awd/7297619717.html,Mar 26
2539,19,"$31,985",CALL/TEXT MARK (916)305-0550,2017 BMW 5 Series 530i LOW MILES 535I 540I LOADED WARRANTY WE FINANCE,https://sacramento.craigslist.org/ctd/d/carmichael-2017-bmw-series-530i-low/7297619616.html,Mar 26
2540,20,"$12,777",+ Legend Auto,2013 Hyundai Sonata SE 4dr Sedan **100s of Vehicles**,https://sacramento.craigslist.org/ctd/d/sacramento-2013-hyundai-sonata-se-4dr/7297619543.html,Mar 26
2541,21,"$28,985",CALL/TEXT MARK (916)305-0550,2017 BMW 5 Series 530i LOW MILES LOADED 535I 540I WARRANTY WE FINANCE,https://sacramento.craigslist.org/ctd/d/carmichael-2017-bmw-series-530i-low/7297619502.html,Mar 26
2542,22,"$28,985",CALL/TEXT MARK (916)305-0550,2017 BMW 5 Series 530i LOW MILES LOADED WARRANTY SPORT 535I 550I WE FINANCE,https://sacramento.craigslist.org/ctd/d/carmichael-2017-bmw-series-530i-low/7297619389.html,Mar 26
2543,23,"$26,985",CALL/TEXT MARK (916)305-0550,2018 Mercedes-Benz C-Class C 300 c300 LOW MILES C250 C350 WE FINANCE,https://sacramento.craigslist.org/ctd/d/carmichael-2018-mercedes-benz-class-300/7297619278.html,Mar 26
2544,24,"$31,985",CALL/TEXT MARK (916)305-0550,2017 BMW 5 Series 530i LOW MILES LOADED 535I 550I 528I WE FINANCE,https://sacramento.craigslist.org/ctd/d/carmichael-2017-bmw-series-530i-low/7297619187.html,Mar 26
2545,25,"$23,985",CALL/TEXT MARK (916)305-0550,2014 BMW X5 xDrive35i AWD 3 RD ROW SEAT SEATS 7 LOADED WARRANTY WE FINANCE,https://sacramento.craigslist.org/ctd/d/carmichael-2014-bmw-x5-xdrive35i-awd-rd/7297619096.html,Mar 26
2546,26,"$31,985",CALL/TEXT MARK (916)305-0550,2017 BMW 5 Series 530i 24K MILES LOADED 528I 535I 540I WARRANTY WE FINANCE,https://sacramento.craigslist.org/ctd/d/carmichael-2017-bmw-series-530i-24k/7297618967.html,Mar 26
2547,27,"$8,880",+ Lions Auto Sales Sacramento,2014 Jeep Patriot Sport - EASY APPROVAL!,https://sacramento.craigslist.org/ctd/d/sacramento-2014-jeep-patriot-sport-easy/7297618920.html,Mar 26
2548,28,"$8,450",+ Lions Auto Sales Sacramento,2010 Mazda CX-9 Sport - EASY APPROVAL!,https://sacramento.craigslist.org/ctd/d/sacramento-2010-mazda-cx-sport-easy/7297618850.html,Mar 26
2549,29,"$21,985",CALL/TEXT MARK (916)305-0550,2017 BMW 3 Series 330i 38K MILES LOADED 328I 335I WARRANTY WE FINANCE,https://sacramento.craigslist.org/ctd/d/carmichael-2017-bmw-series-330i-38k/7297618853.html,Mar 26
2550,30,"$11,500",+ Lions Auto Sales Sacramento,2011 BMW 528i Clean - EASY APPROVAL!,https://sacramento.craigslist.org/ctd/d/sacramento-2011-bmw-528i-clean-easy/7297618805.html,Mar 26
2551,31,"$25,985",CALL/TEXT MARK (916)305-0550,2017 BMW 3 Series 330i ONLY 20K MILES LOADED 328I 335I WARRANTY WE FINANCE,https://sacramento.craigslist.org/ctd/d/carmichael-2017-bmw-series-330i-only/7297618757.html,Mar 26
2552,32,"$15,995",+ Lions Auto Sales Sacramento,2007 Cadillac Escalade - EASY APPROVAL!,https://sacramento.craigslist.org/ctd/d/sacramento-2007-cadillac-escalade-easy/7297618746.html,Mar 26
2553,33,"$7,995",+ Lions Auto Sales Sacramento,2007 Toyota Camry LE - EASY APPROVAL!,https://sacramento.craigslist.org/ctd/d/sacramento-2007-toyota-camry-le-easy/7297618701.html,Mar 26
2554,34,"$15,999",+ Lions Auto Sales Sacramento,2015 Honda Odyssey EX-L - EASY APPROVAL!,https://sacramento.craigslist.org/ctd/d/sacramento-2015-honda-odyssey-ex-easy/7297618657.html,Mar 26
2555,35,"$24,985",CALL/TEXT MARK (916)305-0550,2018 Mercedes-Benz C-Class C 300 LOW MILES C300 C250 WARRANTY LOADED WE FINA,https://sacramento.craigslist.org/ctd/d/carmichael-2018-mercedes-benz-class-300/7297618634.html,Mar 26
2556,36,"$10,850",+ Lions Auto Sales Sacramento,2012 Toyota Camry L - EASY APPROVAL!,https://sacramento.craigslist.org/ctd/d/sacramento-2012-toyota-camry-easy/7297618581.html,Mar 26
2557,37,"$11,750",+ Lions Auto Sales Sacramento,2014 Honda Civic EX-L LOADED - EASY APPROVAL!,https://sacramento.craigslist.org/ctd/d/sacramento-2014-honda-civic-ex-loaded/7297618535.html,Mar 26
2558,38,"$23,985",CALL/TEXT MARK (916)305-0550,2014 BMW X5 sDrive35i LOW MILES LOADED WARRANTY WE FINANCE,https://sacramento.craigslist.org/ctd/d/carmichael-2014-bmw-x5-sdrive35i-low/7297618520.html,Mar 26
2559,39,"$11,995",+ Lions Auto Sales Sacramento,2013 Cadillac ATS Standard RWD - EASY APPROVAL!,https://sacramento.craigslist.org/ctd/d/sacramento-2013-cadillac-ats-standard/7297618459.html,Mar 26
2560,40,"$11,995",+ Lions Auto Sales Sacramento,2013 Acura TL - EASY APPROVAL!,https://sacramento.craigslist.org/ctd/d/sacramento-2013-acura-tl-easy-approval/7297618412.html,Mar 26
2561,41,"$22,985",CALL/TEXT MARK (916)305-0550,2014 BMW X5 xDrive35i AWD LOW MILES LOADED WARRANTY WE FINANCE,https://sacramento.craigslist.org/ctd/d/carmichael-2014-bmw-x5-xdrive35i-awd/7297618398.html,Mar 26
2562,42,"$11,995",+ Lions Auto Sales Sacramento,2011 Audi A5 2.0T Premium Plus - EASY APPROVAL!,https://sacramento.craigslist.org/ctd/d/sacramento-2011-audi-a5-20t-premium/7297618337.html,Mar 26
2563,43,"$29,995",San Luis Obispo,►2000 TOYOTA LAND CRUISER AWD V8 3RD ROW *NEW T-BELT/WTR PUMP/TIRES!,https://sacramento.craigslist.org/ctd/d/san-luis-obispo-2000-toyota-land/7297618275.html,Mar 26
2564,44,"$6,995",+ Lions Auto Sales Sacramento,2014 Ford Focus SE - EASY APPROVAL!,https://sacramento.craigslist.org/ctd/d/sacramento-2014-ford-focus-se-easy/7297618276.html,Mar 26
2565,45,"$22,985",CALL/TEXT MARK (916)305-0550,2014 BMW X5 xDrive35i AWD LOW MILES LOADED WARRANTY WE FINANCE,https://sacramento.craigslist.org/ctd/d/carmichael-2014-bmw-x5-xdrive35i-awd/7297618277.html,Mar 26
2566,46,"$5,995",North Highlands,2015 Ford Focus SE,https://sacramento.craigslist.org/ctd/d/north-highlands-2015-ford-focus-se/7297618260.html,Mar 26
2567,47,"$15,985",CALL/TEXT MARK (916)305-0550,2013 BMW X5 xDrive35i AWD LOW MILES LOADED WARRANTY X 5 WE FINANCE,https://sacramento.craigslist.org/ctd/d/carmichael-2013-bmw-x5-xdrive35i-awd/7297618190.html,Mar 26
2568,48,"$6,990",North Highlands,2012 Scion tC,https://sacramento.craigslist.org/ctd/d/north-highlands-2012-scion-tc/7297618072.html,Mar 26
2569,49,"$32,985",CALL/TEXT MARK (916)305-0550,2015 BMW X6 sDrive35i ONLY 33K MILES M PKG LOADED WARRANTY WE FINANCE,https://sacramento.craigslist.org/ctd/d/carmichael-2015-bmw-x6-sdrive35i-only/7297618063.html,Mar 26
2570,50,"$6,695",North Highlands,2015 Dodge Dart SE,https://sacramento.craigslist.org/ctd/d/north-highlands-2015-dodge-dart-se/7297617946.html,Mar 26
2571,51,"$12,999",,2010 LINCOLN NAVIGATOR L,https://sacramento.craigslist.org/cto/d/sacramento-2010-lincoln-navigator/7297617882.html,Mar 26
2572,52,"$5,995",North Highlands,2010 Mazda MAZDA3,https://sacramento.craigslist.org/ctd/d/north-highlands-2010-mazda-mazda3/7297617819.html,Mar 26
2573,53,"$6,699",North Highlands,2009 Nissan Rogue S AWD,https://sacramento.craigslist.org/ctd/d/north-highlands-2009-nissan-rogue-awd/7297617627.html,Mar 26
2574,54,"$7,295",North Highlands,2012 Jeep Liberty,https://sacramento.craigslist.org/ctd/d/north-highlands-2012-jeep-liberty/7297617490.html,Mar 26
2575,55,"$9,500","SACRAMENTO, CA 95825",2006 Honda Element EX P***AWD***ONE OWNER CAR*** 4dr SUV 4A OKAIDI AUTO SALE,https://sacramento.craigslist.org/ctd/d/sacramento-2006-honda-element-ex/7297617399.html,Mar 26
2576,56,"$11,988","SACRAMENTO, CA 95825",2007 Chevrolet Tahoe LT***BOSE SYSTEM***MOONOROOF**BACKUP CAMERA**TOW PACKAG,https://sacramento.craigslist.org/ctd/d/sacramento-2007-chevrolet-tahoe-ltbose/7297617307.html,Mar 26
2577,57,"$6,996",SACRAMENTO,2009 Nissan Murano LE AWD,https://sacramento.craigslist.org/ctd/d/north-highlands-2009-nissan-murano-le/7297617229.html,Mar 26
2578,58,"$13,488","SACRAMENTO, CA 95825",2014 Ford Transit Connect Cargo XL**FULL SHELVES**BACKUP CAMERA** 1 OWNER**,https://sacramento.craigslist.org/ctd/d/sacramento-2014-ford-transit-connect/7297617193.html,Mar 26
2579,59,"$9,288","SACRAMENTO, CA 95825",2010 GMC Acadia SLT 1**AWD**HEATED SEATS**BACKUP CAMERA**BACKUP SENSORS**REM,https://sacramento.craigslist.org/ctd/d/sacramento-2010-gmc-acadia-slt/7297617087.html,Mar 26
2580,60,"$6,295",North Highlands,2012 Dodge Grand Caravan SXT,https://sacramento.craigslist.org/ctd/d/north-highlands-2012-dodge-grand/7297617044.html,Mar 26
2581,61,"$5,250",Sacramento,2015 Nissan Versa Note SV(Clean title),https://sacramento.craigslist.org/ctd/d/sacramento-2015-nissan-versa-note/7297616841.html,Mar 26
2582,62,"$9,300",SACRAMENTO,2010 *MERCEDES BENZ* ML350 BLUETEC DIESEL 4MATIC NAVIGATION BEST/OFFER,https://sacramento.craigslist.org/ctd/d/2010-mercedes-benz-ml350-bluetec-diesel/7297616680.html,Mar 26
2583,63,"$16,500","SACRAMENTO, CA 95825",2014 Ford Transit Connect Cargo XL**LOW MILES**SHELVES**BACKUP CAMERA**1 OWN,https://sacramento.craigslist.org/ctd/d/sacramento-2014-ford-transit-connect/7297616668.html,Mar 26
2584,64,"$24,988","SACRAMENTO, CA 95825",2005 Chevrolet Corvette Base***28K MILES***LEATHER**NAVI**BOSE SOUNDS SYSTEM,https://sacramento.craigslist.org/ctd/d/sacramento-2005-chevrolet-corvette/7297616539.html,Mar 26
2585,65,"$16,388","SACRAMENTO, CA 95825",2012 Chevrolet Tahoe LT 4x4**TOW PACKAGE**3RD ROW**LEATHER SEATS** 4dr SUV O,https://sacramento.craigslist.org/ctd/d/sacramento-2012-chevrolet-tahoe-lt/7297616431.html,Mar 26
2586,66,"$14,588","SACRAMENTO, CA 95825",2013 Chevrolet Suburban LT 1500 4x4**FULLY LOADED**3RD ROW SEATS**TOW PACKAG,https://sacramento.craigslist.org/ctd/d/sacramento-2013-chevrolet-suburban-lt/7297616325.html,Mar 26
2587,67,"$33,995",,2013 Toyota 4Runner *LIMITED*NEW WHEELS&TIRES*LIFTED*68K MILES,https://sacramento.craigslist.org/ctd/d/portland-2013-toyota-4runner-limitednew/7297616308.html,Mar 26
2588,68,"$16,788","SACRAMENTO, CA 95825",2015 Chevrolet Traverse LTZ AWD**PANORAMIC ROOF**BLIND SPOTS**BROWN INTERIOR,https://sacramento.craigslist.org/ctd/d/sacramento-2015-chevrolet-traverse-ltz/7297616213.html,Mar 26
2589,69,"$14,988","SACRAMENTO, CA 95825",2013 Chevrolet Express Cargo 2500**FULL SHELVES AND BUSINESS SETUP**BACKUP C,https://sacramento.craigslist.org/ctd/d/sacramento-2013-chevrolet-express-cargo/7297616104.html,Mar 26
2590,70,"$19,900",Sacramento,2009 Chevy Silverado Hybrid ! 4x4 6.0 V8 ! Low miles ! Clean title,https://sacramento.craigslist.org/cto/d/sacramento-2009-chevy-silverado-hybrid/7297616045.html,Mar 26
2591,71,"$7,999","SACRAMENTO, CA 95825",2004 Toyota Prius Base***64K MILES****ONE OWNER***EXTRA CLEAN*** 4dr Hatchba,https://sacramento.craigslist.org/ctd/d/sacramento-2004-toyota-prius-base64k/7297615999.html,Mar 26
2592,72,"$18,999","SACRAMENTO, CA 95825",2019 Chevrolet Impala Premier***HEATED SETAS**BLIND SPOTS**REMOTE START**PUS,https://sacramento.craigslist.org/ctd/d/sacramento-2019-chevrolet-impala/7297615885.html,Mar 26
2593,73,"$12,700",SACRAMENTO,2013 AUDI A6 3.0T PRESTIGE QUATTRO FULLY LOADED,https://sacramento.craigslist.org/ctd/d/2013-audi-a6-30t-prestige-quattro-fully/7297615804.html,Mar 26
2594,74,"$7,777","SACRAMENTO, CA 95825",2011 Volkswagen CC Sport PZEV***NICE AND SMOOTH RIDE**4dr Sedan 6A OKAIDI AU,https://sacramento.craigslist.org/ctd/d/sacramento-2011-volkswagen-cc-sport/7297615756.html,Mar 26
2595,75,"$10,488","SACRAMENTO, CA 95825",2012 Mercedes-Benz C-Class C 250 Sport 4dr Sedan OKAIDI AUTO SALES,https://sacramento.craigslist.org/ctd/d/sacramento-2012-mercedes-benz-class-250/7297615597.html,Mar 26
2596,76,"$14,995",,2004 FORD F-350 F350 CREW CAB LARIAT ** POWERSTROKE DIESEL ** 4X4 **,https://sacramento.craigslist.org/ctd/d/sacramento-2004-ford-350-f350-crew-cab/7297615569.html,Mar 26
2597,77,"$11,700","SACRAMENTO, CA 95825",2017 Mazda MAZDA3 Touring**BLIND SPOTS**BACKUP CAMERA**LEATHER SEATS**PUSH S,https://sacramento.craigslist.org/ctd/d/sacramento-2017-mazda-mazda3/7297615444.html,Mar 26
2598,78,"$9,288","SACRAMENTO, CA 95825",2014 Honda Civic LX***GAS SAVER**BACKUP CAMERA**BLUETOOTH** 4dr Sedan CVT OK,https://sacramento.craigslist.org/ctd/d/sacramento-2014-honda-civic-lxgas/7297615281.html,Mar 26
2599,79,"$3,995",Roseville,2006 HONDA CIVIC COUPE NICE CAR!!,https://sacramento.craigslist.org/ctd/d/roseville-2006-honda-civic-coupe-nice/7297615224.html,Mar 26
2600,80,"$10,300",SACRAMENTO,2009 *MERCEDES BENZ* GL350 BLUETEC DIESEL 4MATIC NAVIGATION BEST/OFFER,https://sacramento.craigslist.org/ctd/d/2009-mercedes-benz-gl350-bluetec-diesel/7297615221.html,Mar 26
2601,81,"$10,588","SACRAMENTO, CA 95825",2012 Volkswagen Tiguan SE**GAS SAVER**NICE RIDE**EXTRA CLEAN**4dr SUV OKAIDI,https://sacramento.craigslist.org/ctd/d/sacramento-2012-volkswagen-tiguan-segas/7297615167.html,Mar 26
2602,82,"$6,777",+ Legend Auto,2010 Toyota Prius II 4dr Hatchback **100s of Vehicles**,https://sacramento.craigslist.org/ctd/d/sacramento-2010-toyota-prius-ii-4dr/7297615101.html,Mar 26
2603,83,"$6,988","SACRAMENTO, CA 95825",2003 Honda Element EX**ONE OWNER**RECENTLY SMOG** 4dr SUV OKAIDI AUTO SALES,https://sacramento.craigslist.org/ctd/d/sacramento-2003-honda-element-exone/7297615057.html,Mar 26
2604,84,"$16,500","SACRAMENTO, CA 95825",2016 Chevrolet Colorado Work Truck 4x4**1 OWNER**BACKUP CAMERA**4X4**LEASE R,https://sacramento.craigslist.org/ctd/d/sacramento-2016-chevrolet-colorado-work/7297614934.html,Mar 26
2605,85,"$3,450",Roseville,2008 TOYOTA YARIS RUNS GOOD!!,https://sacramento.craigslist.org/ctd/d/roseville-2008-toyota-yaris-runs-good/7297614824.html,Mar 26
2606,86,"$22,588","SACRAMENTO, CA 95825",2019 Jeep Cherokee Limited 4x4**PUSH START**REMOTE START*BLIND SPOTS**HEATED,https://sacramento.craigslist.org/ctd/d/sacramento-2019-jeep-cherokee-limited/7297614815.html,Mar 26
2607,87,"$15,888","SACRAMENTO, CA 95825",2015 Chevrolet Colorado Work Truck 4x4**1 OWNER**BACKUP CAMERA**OFF ROAD TIR,https://sacramento.craigslist.org/ctd/d/sacramento-2015-chevrolet-colorado-work/7297614701.html,Mar 26
2608,88,"$10,988","SACRAMENTO, CA 95825",2014 Toyota Prius v Five**BACKUP CAMERA**PUSH START**ECO MODE**GAS SAVER**CL,https://sacramento.craigslist.org/ctd/d/sacramento-2014-toyota-prius-fivebackup/7297614582.html,Mar 26
2609,89,"$10,995",_Nissan_ _Altima_ _Sedan_,2013 Nissan Altima 3.5 SL Sedan,https://sacramento.craigslist.org/ctd/d/roseville-2013-nissan-altima-35-sl-sedan/7297614580.html,Mar 26
2610,90,"$4,350",Roseville,2001 AUDI A4 QUATTRO 1.8T VERY NICE CAR!!,https://sacramento.craigslist.org/ctd/d/roseville-2001-audi-a4-quattro-18t-very/7297614515.html,Mar 26
2611,91,"$8,999","SACRAMENTO, CA 95825",2009 Lexus GS 350*FULLY LOADED*CLEAN CARFAX*NAVI*BACKUP CAMERA*FRONT & B,https://sacramento.craigslist.org/ctd/d/sacramento-2009-lexus-gs-350fully/7297614475.html,Mar 26
2612,92,"$7,999","SACRAMENTO, CA 95825",2007 Honda Odyssey EX L w/DVD w/Navi**FULLY LOADED*1 OWNER**POWER SIDE DOORS,https://sacramento.craigslist.org/ctd/d/sacramento-2007-honda-odyssey-ex-w-dvd/7297614356.html,Mar 26
2613,93,"$6,995",_Mazda_ _Mazda3_ _Sedan_,2013 Mazda Mazda3 i Grand Touring Sedan,https://sacramento.craigslist.org/ctd/d/roseville-2013-mazda-mazda3-grand/7297614337.html,Mar 26
2614,94,"$15,488","SACRAMENTO, CA 95825",2018 Honda Fit EX 4dr Hatchback**18K MILES** 1 OWNER**FACTORY WARRANTY** CVT,https://sacramento.craigslist.org/ctd/d/sacramento-2018-honda-fit-ex-4dr/7297614245.html,Mar 26
2615,95,"$15,788","SACRAMENTO, CA 95825",2020 Kia Optima LX**18K MILES**BLIND SPOTS**BACKUP CAMERA W/ SENSORS**CARPLA,https://sacramento.craigslist.org/ctd/d/sacramento-2020-kia-optima-lx18k/7297614135.html,Mar 26
2616,96,"$9,488","SACRAMENTO, CA 95825",2008 BMW 3 Series 328i 2dr***Coupe***CLEAN CARFAX***LEATHER***SHARP LOOK***,https://sacramento.craigslist.org/ctd/d/sacramento-2008-bmw-series-328i/7297614030.html,Mar 26
2617,97,"$8,499",,2011 BMW 328i,https://sacramento.craigslist.org/cto/d/sacramento-2011-bmw-328i/7297614000.html,Mar 26
